"Direcciones_c";"Nombre_del_Lugar";"Total_de_apartamentos";"Centro_de_Costos";"Ciudad";"Valor.min";"Valor.max";"Valor.prom";"Valor.promad";"Latitud";"Longitud"
"CR 26 16 C SUR 31 ";" EDIFICIO SIERRALTA PH";1;"Poblado";"MEDELLIN";2026227;2026227;2026227;0;6,18368000080049;-75,5649299712688
"CR 26 A 9 A 11 ";" EDIFICIO ATOSHI PH";1;"Poblado";"MEDELLIN";4064400;4064400;4064400;689133;6,20823579379705;-75,5566158653732
"CR 27 20 SUR 121 ";" BOSQUES DE AVIGNON PH";1;"Poblado";"MEDELLIN";3e+06;3e+06;3e+06;359671;6,18021704319729;-75,5676102326264
"CR 27 23 SUR 145 ";" URBANIZACION VENETTO MURATTO PH";2;"Envigado";"ENVIGADO";3e+06;3500000;3250000;0;6,17550772237703;-75,5670589744107
"CR 27 23 SUR 69 ";" URBANIZACION ZARZAMORA PH";6;"Envigado";"ENVIGADO";2506470;3500000;3023558,33333333;190916,666666667;6,17696460559119;-75,5676386439482
"CR 27 28 SUR 23 ";" MULTIFAMILIAR SEPIA, MULTIFAMILIAR SEPIA PH";3;"Envigado";"ENVIGADO";2200000;2550000;2416666,66666667;124400;6,16921323500326;-75,5684397783077
"CR 27 36 C SUR 35 ";" FIRENZZE APARTAMENTOS";2;"Envigado";"ENVIGADO";3802320;4224800;4013560;297528,5;6,16509990040519;-75,5737877604851
"CR 27 36 SUR 159 ";" CONJUNTO RESIDENCIAL BALTICO PH, TORRE 1 CONJUNTO RESIDENCIAL BALTICO PH";5;"Envigado";"ENVIGADO";1845746;3e+06;2272606,2;175500;6,16391518936987;-75,5695795475836
"CR 27 37 B SUR 21 ";" PUNTA DEL PARQUE PH";8;"Envigado";"ENVIGADO";2411457;3800000;2976189;102347;6,15969695405447;-75,575095644114
"CR 27 37 B SUR 69 ";" TIERRA GRATA BRUJA ENCANTADORA PH";1;"Envigado";"ENVIGADO";3112294;3112294;3112294;0;6,15933346147514;-75,5752019202673
"CR 27 37 SUR 45 ";" CONJUNTO RESIDENCIAL URBANIZACION EPIC, CONJUNTO RESIDENCIAL URBANIZACION EPIC PH, CONJUNTO RESIDENCIAL BIOCITY EPIC PH";5;"Envigado";"ENVIGADO";1900000;2150000;2001356;90650;6,15956581901096;-75,5738926701277
"CR 27 38 SUR 51 ";" CONJUNTO RESIDENCIAL SENDERO VERDE";1;"Envigado";"ENVIGADO";1336784;1336784;1336784;0;6,15765681125273;-75,5748126190503
"CR 27 A 23 SUR 210 ";" EDIFICIO MUZO APARTAMENTOS PH";1;"Envigado";"ENVIGADO";2300000;2300000;2300000;0;6,16209506893184;-75,5741058283413
"CR 27 A 27 E SUR 51 ";" UNIDAD RESIDENCIAL ST LAURENT PH";10;"Envigado";"ENVIGADO";2500000;3900000;3053769;64930;6,17473170258533;-75,5734017840808
"CR 27 A 36 SUR 150 ";", BOSQUE ADENTRO, BOSQUE ADENTRO PH";3;"Envigado";"ENVIGADO";1961086;2395790;2121218,66666667;195866,666666667;6,16551063648062;-75,5707478582154
"CR 27 A 37 B SUR 109 ";"";1;"Envigado";"ENVIGADO";5069760;5069760;5069760;0;6,15903228669559;-75,5752770125939
"CR 27 A 37 SUR 07 ";" URBANIZACION ALTOS DEL ESCOBERO PH";1;"Envigado";"ENVIGADO";1800000;1800000;1800000;0;6,1614151179224;-75,573862481331
"CR 27 A 37 SUR 7 ";" URBANIZACION ALTOS DEL ESCOBERO PH";1;"Envigado";"ENVIGADO";1770788;1770788;1770788;0;6,1614151179224;-75,573862481331
"CR 27 A 37 SUR 80 ";" URBANIZACION VIENTOS DE LA COLINA, URBANIZACION VIENTOS DE LA COLINA PH";2;"Envigado";"ENVIGADO";3600000;4450000;4025000;568184;6,16188315292365;-75,5739367843399
"CR 27 AA 36 SUR 151 ";" CONJUNTO RESIDENCIAL NATIVO FLORA PH, CONJUNTO RESIDENCIAL NATIVO FLORA, NATIVO FLORA PH, TORRE 4 CONJUNTO RESIDENCIAL NATIVO FLORA PH, TORRE 3 CONJUNTO RESIDENCIAL NATIVO FLORA PH";20;"Envigado";"ENVIGADO";2253730;3800000;2836803;188820;6,15846977376368;-75,5740508376596
"CR 27 AA 36 SUR 160 ";" TORRE 2 CONJUNTO RESIDENCIAL NATIVO ARENA PH, CONJUNTO RESIDENCIAL NATIVO ARENA, CONJUNTO RESIDENCIAL NATIVO ARENA PH, NATIVO ARENA, NATIVO ARENA ETAPA 2 TORRE 3";17;"Envigado";"ENVIGADO";2500000;3500000;3048257,17647059;124745,764705882;6,15846977376368;-75,5740508376596
"CR 27 AA 36 SUR 170 ";" NATIVO MADERA, NATIVO MADERA PH, CONJUNTO RESIDENCIAL NATIVO MADERA PH";5;"Envigado";"ENVIGADO";3409803;4597646;4106513,8;514186;6,15846977376368;-75,5740508376596
"CR 27 AA 36 SUR 200 ";" NATIVO AGUA, CONJUNTO RESIDENCIAL NATIVO AGUA PH";4;"Envigado";"ENVIGADO";2133810;3168600;2531040,25;210786,5;6,15846977376368;-75,5740508376596
"CR 27 AA 37 B SUR 60 ";" CONJUNTO RESIDENCIAL ENTREPINOS PH";3;"Envigado";"ENVIGADO";2957360;3808880;3380439,33333333;272433,333333333;6,15846977376368;-75,5740508376596
"CR 27 AA 37 B SUR 70 ";" URBANIZACION NOGALES APARTAMENTOS";1;"Envigado";"ENVIGADO";5700000;5700000;5700000;0;6,15846977376368;-75,5740508376596
"CR 27 B 27 D SUR 225 ";" URBANIZACION CUMBRES CONDOMINIO PH";3;"Envigado";"ENVIGADO";2005176;2694300;2333158,66666667;122881,666666667;6,17371002385174;-75,5701156224162
"CR 27 B 27 SUR 40 ";" UNIDAD RESIDENCIAL SONATA PH";3;"Envigado";"ENVIGADO";1700000;2e+06;1833333,33333333;0;6,17266556518364;-75,5703250269078
"CR 27 B 27 SUR 52 ";" URBANIZACION MADEIRO APARTAMENTOS, EDIFICIO MADEIRO APARTAMENTOS PH";2;"Envigado";"ENVIGADO";2323640;2339372;2331506;258400;6,17277937696364;-75,5702951951348
"CR 27 B 27 SUR 53 ";" ARCE APARTAMENTOS, ARCE PH";2;"Envigado";"ENVIGADO";2218020;2339372;2278696;0;6,17282128094887;-75,5704033203982
"CR 27 B 37 B SUR 80 ";" CONJUNTO RESIDENCIAL MUGA PH, URB MUGA PH, URBANIZACION MUGA PH";11;"Envigado";"ENVIGADO";1953970;3800000;2656086,45454545;227333,727272727;6,1599241340495;-75,5758326282048
"CR 27 C 23 SUR 152 ";" CONJUNTO RESIDENCIAL BOSQUES DE SAN JORGE PH";1;"Envigado";"ENVIGADO";2790333;2790333;2790333;488700;6,17651735562579;-75,5690282736963
"CR 27 D  27 SUR 164 ";" URBANIZACION AMARELLO";1;"Envigado";"ENVIGADO";2005176;2005176;2005176;344800;6,17288397567798;-75,5714526755074
"CR 27 D 27 E SUR 21 ";" URBANIZACION MARROCO APARTAMENTOS";1;"Envigado";"SABANETA";4600000;4600000;4600000;0;6,15260000000006;-75,6109
"CR 27 D 27 SUR 123 ";" TRENTTO APARTAMENTOS PH";7;"Envigado";"ENVIGADO";1676565;2100000;1923574,57142857;38714,2857142857;6,17290310769687;-75,5715663173035
"CR 27 D 27 SUR 164 ";", URBANIZACION AMARELLO, AMARELLO INN PROPIEDAD HORIZONTAL, TORRE 1 AMARELLO INN PH";5;"Envigado";"ENVIGADO";1782379;2400000;2106475,8;129720;6,17288397567798;-75,5714526755074
"CR 27 D 27 SUR 164  ";" URBANIZACION AMARELLO, TORRE 2 URBANIZACION AMARELLO";3;"Envigado";"ENVIGADO";1687539;1982332;1787620,66666667;0;6,17288397567798;-75,5714526755074
"CR 27 D 34 A SUR 91 ";" EDIFICIO MIXTO VIENNA PH";2;"Envigado";"ENVIGADO";1523553;1610000;1566776,5;151200;6,17122424616058;-75,5753491370777
"CR 27 D 34 DD SUR 44 ";", CONJUNTO RESIDENCIAL REFUGIO VERDE, CONJUNTO RESIDENCIAL REFUGIO VERDE PH";6;"Envigado";"ENVIGADO";1831064;3950000;2393980;196200,333333333;6,17012491275361;-75,5756963826992
"CR 27 D 34 DD SUR 44  ";" URB REFUGIO VERDE";1;"Envigado";"ENVIGADO";1677052;1677052;1677052;282994;6,17012491275361;-75,5756963826992
"CR 27 D 34 DD SUR 69 ";" URBANIZACION QUEBEC, EDIFICIO QUEBEC PH";12;"Envigado";"ENVIGADO";2337030;3800000;2983882,16666667;0;6,16869883938188;-75,5746511694993
"CR 27 G 35 SUR 150 ";" CONJUNTO RESIDENCIAL GUALI PH";7;"Envigado";"ENVIGADO";1600000;2100000;1864285,71428571;123371,428571429;6,17061003631475;-75,5765449421371
"CR 27 G 35 SUR 150  ";" CONJUNTO RESIDENCIAL GUALI PH";1;"Envigado";"ENVIGADO";1824448;1824448;1824448;305700;6,17061003631475;-75,5765449421371
"CR 27 G 35 SUR 175 ";" CONJUNTO RESIDENCIAL SALTAMONTE PH, COJUNTO RESIDENCIAL SALTAMONTE PH";5;"Envigado";"ENVIGADO";2038970;2472826;2260102,2;232584,4;6,17061003631475;-75,5765449421371
"CR 27D 27 E SUR 21 ";" URBANIZACION MARROCO APARTAMENTOS";1;"Envigado";"ENVIGADO";3600000;3600000;3600000;0;6,16824133042192;-75,574257436268
"CR 28  29 190  ";" CONJUNTO RESIDENCIAL COLINAS DEL VIENTO PH";1;"Poblado";"MEDELLIN";1019486;1019486;1019486;0;6,24589000000003;-75,5745699999999
"CR 28 27 D SUR 150 ";" BOSQUES DEL ESMERALDAL, BOSQUES DEL ESMERALDAL PH";3;"Envigado";"ENVIGADO";3062980;4200000;3687660;186700;6,17419525742208;-75,5749496966312
"CR 28 27 SUR 39 ";" JARDINES DE LA ABADIA PH";3;"Envigado";"ENVIGADO";1523553;1900000;1669284,33333333;245937,333333333;6,17462000165816;-75,5742899587258
"CR 28 29 145 ";" CONJUNTO RESIDENCIAL SAN DIEGO CAMPESTRE, CONJUNTO RESIDENCIAL SANDIEGO CAMPESTRE, SAN DIEGO CAMPESTRE, CONJUNTO RESIDENCIAL SANDIEGO CAMPESTRE PH, SANDIEGO CAMPESTRE";17;"Poblado";"MEDELLIN";950466;1550000;1283858,35294118;112835,294117647;6,23349000000007;-75,56834
"CR 28 29 145  ";" SAN DIEGO CAMPESTRE";1;"Poblado";"MEDELLIN";1373060;1373060;1373060;231300;6,23349000000007;-75,56834
"CR 28 29 190 ";" CONJUNTO RESIDENCIAL COLINAS DEL VIENTO PH";1;"Poblado";"MEDELLIN";1219320;1219320;1219320;0;6,24589000000003;-75,5745699999999
"CR 28 29 85 ";" CONJUNTO RESIDENCIAL RESERVA DE SAN DIEGO TORRE 1 SUBETAPA 9, CONJUNTO RESIDENCIAL RESERVA DE SAN DIEGO PH, RESERVA DE SAN DIEGO, SAN DIEGO TO 1 SUB ET 9 1 PH, RESERVA DE SAN DIEGO TO 1 SUBETAPA 9 1, UNIDAD RESIDENCIAL RESERVA DE SAN DIEGO PH";8;"Poblado";"MEDELLIN";967103;1300000;1183010,625;0;6,23277500000006;-75,56721
"CR 28 37 B SUR 73 ";" TIERRA PROMETIDA PH";1;"Envigado";"ENVIGADO";2847722;2847722;2847722;492174;6,16192697288471;-75,5798462294
"CR 28 N 27 D SUR 138 ";" URBANIZACION ALTO BONITO PH";1;"Envigado";"ENVIGADO";3800000;3800000;3800000;0;6,17422427326967;-75,5748816188301
"CR 29 16 201 ";"";1;"Poblado";"MEDELLIN";2135885;2135885;2135885;516400;6,21706998265212;-75,5596200356072
"CR 29 6 24 ";" EDIFICIO OSLO PH";4;"Poblado";"MEDELLIN";1267440;1400000;1322092,5;0;6,20335870083794;-75,5593498435137
"CR 29 A 39 SUR 34 ";" ARBOLEDA DE LAS BRUJAS PH";1;"Envigado";"ENVIGADO";1529332;1529332;1529332;265908;6,16352115706357;-75,5805325416151
"CR 29 A 5 SUR 125 ";" CONJUNTO RESIDENCIAL TIERRA CLARA, CONJUNTO RESIDENCIAL TIERRA CLARA PH";2;"Poblado";"MEDELLIN";2241351;2500000;2370675,5;0;6,19269000000003;-75,56317
"CR 29 C 10 C 50 ";" EDIFICIO LA FLORIDA";1;"Poblado";"MEDELLIN";3300000;3300000;3300000;0;6,21120001012982;-75,5584899874211
"CR 29 C 10 C 80 ";"";1;"Poblado";"MEDELLIN";1848255;1848255;1848255;338200;6,21174998870667;-75,5585100201697
"CR 29 C 3 B SUR 40 ";" URBANIZACION PUENTE JARDIN";1;"Poblado";"MEDELLIN";2600000;2600000;2600000;0;6,19595001740193;-75,5629199908874
"CR 29 C 4SUR 130  ";" URB CAMPIÑAS DEL POBLADO";1;"Poblado";"MEDELLIN";4618189;4618189;4618189;630031;6,19452561572788;-75,5636176300584
"CR 29 E 11 SUR 110 ";" URBANIZACION SAINT PIERRE PH";1;"Poblado";"MEDELLIN";4200000;4200000;4200000;0;6,24589000000003;-75,5745699999999
"CR 30 2 70 ";"";1;"Poblado";"MEDELLIN";1485997;1485997;1485997;289308;6,24915223591815;-75,5500598883024
"CR 30 35 79 ";"";1;"Colores";"MEDELLIN";750000;750000;750000;0;6,23249420360338;-75,558217435887
"CR 30 72 SUR 02 ";" RINCON DE LA DOCTORA";2;"Sabaneta";"SABANETA";2650000;3065431;2857715,5;176000;6,13859242547412;-75,6115221369955
"CR 30 TV 2 70 ";" URBANIZACION RIACHUELOS PH";2;"Poblado";"MEDELLIN";1900000;2100000;2e+06;0;6,24589000000003;-75,5745699999999
"CR 30 TV 2 70 IN 903 ";" URBANIZACION RIACHUELOS";1;"Poblado";"MEDELLIN";1901160;1901160;1901160;327903;6,24589000000003;-75,5745699999999
"CR 31 16 295 ";" EDIFICIO MARLYN";1;"Poblado";"MEDELLIN";1916632;1916632;1916632;0;6,21790000061407;-75,561470005457
"CR 31 19 445 ";" TIERRA GRATA BOSQUE SANTO ETAPA 1, TIERRA GRATA BOSQUE SANTO ETAPA 2, CONJUNTO RESIDENCIAL TIERRA GRATA BOSQUE SANTO ETAPA 1, CONJUNTO RESIDENCIAL TIERRA GRATA BOSQUE SANTO ETAPA 2, CONJUNTO RESIDENCIAL TIERRA GRATA BOSQUE SANTO, TIERRA GRATA BOSQUE SANTO";7;"Poblado";"MEDELLIN";1900000;3700000;2507142,85714286;50231;6,24280714285717;-75,5727442857142
"CR 31 29 71 ";" CONJUNTO RESIDENCIAL BOSQUES DE SAN DIEGO II PH, BOSQUES DE SAN DIEGO 2, CONJUNTO RESIDENCIAL BOSQUES DE SAN DIEGO ll PH";5;"Poblado";"MEDELLIN";831345;1350000;1014500,6;29324,2;6,23349000000007;-75,56834
"CR 31 39 SUR 45 SEGUNDO ";"";1;"Envigado";"ENVIGADO";1632378;1632378;1632378;0;6,16394815036874;-75,5822387302268
"CR 32 1 B SUR 51 ";" VENTURA MALL EMPRESARIAL";1;"Poblado";"MEDELLIN";1565418;1565418;1565418;0;6,19925515269138;-75,565112455319
"CR 32 16 120 ";" EDIFICIO LOS PELICANOS PH";1;"Poblado";"MEDELLIN";1901160;1901160;1901160;0;6,21657000212771;-75,5619699859815
"CR 32 16 300 ";"";1;"Poblado";"MEDELLIN";1688590;1688590;1688590;441000;6,21804002030662;-75,5618799643414
"CR 32 40 A 29 ";"";1;"Centro";"MEDELLIN";1500000;1500000;1500000;0;6,23601999889874;-75,5573300158406
"CR 32 40 C SUR 21 ";"";1;"Envigado";"ENVIGADO";792150;792150;792150;0;6,16238881928545;-75,5840224023372
"CR 32 6 SUR 260 ";" EDIFICIO TURINGIA PH";1;"Poblado";"MEDELLIN";1632378;1632378;1632378;0;6,19315323383944;-75,5666439439968
"CR 32 6 SUR 295 ";" URBANIZACION PORTOFINO PH";2;"Poblado";"MEDELLIN";2819308;3168600;2993954;449950;6,19308683702617;-75,5668058838519
"CR 32 77 SUR 205 ";" CONJUNTO RESIDENCIAL AIRES DEL CAMPO PH";4;"Sabaneta";"SABANETA";1250000;1300000;1275000;31425;6,14212113372565;-75,6102859315083
"CR 32 77 SUR 371 ";" URB DEL CONJ RES AIRES DEL BOSQUE ETAPAS 1 Y 2 PH, CONJUNTO RESIDENCIAL AIRES DEL BOSQUE ETAPAS 1 Y 2 PH";2;"Sabaneta";"SABANETA";949241;1150000;1049620,5;64800;6,14736056686285;-75,6105929657542
"CR 32 9 SUR 74 ";" CONJUNTO RESIDENCIAL TORRES DEL CASTILLO 1 Y 2 PH";1;"Poblado";"MEDELLIN";3050000;3050000;3050000;0;6,18860746654899;-75,5676095125188
"CR 32 A 77 SUR 73 ";" CONJUNTO RESIDENCIAL MAZZARO PH";3;"Sabaneta";"SABANETA";897770;1200000;1099256,66666667;47808,3333333333;6,14212113372565;-75,6102859315083
"CR 32 B 63 B SUR 33 ";" EDIFICIO VISTA DEL VALLE T 1 E 1 PH, EDIFICIO VISTA DEL VALLE TORRE 1 ETAPA 1 PH";2;"Sabaneta";"SABANETA";1500000;1500000;1500000;314566,5;6,15260000000006;-75,6109
"CR 33 1 48 ";" CONJUNTO RESIDENCIAL EL JARDIN DE SAUZALITO";1;"Poblado";"MEDELLIN";4752900;4752900;4752900;0;6,24589000000003;-75,5745699999999
"CR 33 27 A 91 ";" UNIDAD RESIDENCIAL CITTE PH, URBANIZACION CITTE";10;"Poblado";"MEDELLIN";1898481;2746120;2219969,2;121100;6,22587001706746;-75,5612400060339
"CR 33 28 10 ";" SERRANIAS DE SAN DIEGO,, URBANIZACION SERRANIA DE SAN DIEGO, UNIDAD RESIDENCIA SERRANIA DE SAN DIEGO";6;"Poblado";"MEDELLIN";1148240;1359313;1267306,66666667;39077,1666666667;6,23579662161164;-75,5656685965106
"CR 33 28 10 TO 1 ";" URBANIZACION SERRANIA DE SAN DIEGO";1;"Poblado";"MEDELLIN";1267440;1267440;1267440;234463;6,23349000000007;-75,56834
"CR 33 28 150 ";" BOSQUES DE SAN DIEGO 1,, CONJUNTO RESIDENCIAL BOSQUES DE SAN DIEGO 1, CONJUNTO RESIDENCIAL BOSQUES DE SAN DIEGO PH, CONJUNTO RESIDENCIAL BOSQUES DE SAN DIEGO";10;"Poblado,Colores";"MEDELLIN";895295;1400000;1156325,2;35460;6,23487397296701;-75,5667371579064
"CR 33 29 105 ";" UNIDAD INMOBILIARIA CERRADA HALCONES DE SAN DIEGO PH, URBANIZACION HALCONES DE SAN DIEGO PH";3;"Poblado";"MEDELLIN";1e+06;1609807;1338899,66666667;116533,333333333;6,23349000000007;-75,56834
"CR 33 29 22 ";" CONJUNTO RESIDENCIAL ENTREPALMAS DE SANDIEGO PH, URB ENTREPALMAS DE SAN DIEGO";2;"Poblado";"MEDELLIN";1700000;1717128;1708564;123565,5;6,23349000000007;-75,56834
"CR 33 43 63 ";" EDIFICIO CAMINOS DE SAN PATRICIO,";2;"Centro";"MEDELLIN";747117;822391;784754;62798;6,23823151853095;-75,5569285271494
"CR 33 72 SUR 35 ";" CONJUNTO RESIDENCIAL BAMBU PH, PARQUES DEL SOL APARTAMENTOS, PARQUE DEL SOL APARTAMENTOS, CONJUNTO RESIDENCIAL PARQUE DEL SOL PH, PARQUE DEL SOL, PARQUE DE SOL, CONJUNTO RESIDENCIAL PARQUES DEL SOL PH";12;"Sabaneta";"SABANETA";1e+06;1300000;1175215,66666667;39166,6666666667;6,14122279391708;-75,6118356360256
"CR 33 A 72 SUR 184 ";" CONJUNTO RESIDENCIAL BAMBU PH";3;"Sabaneta";"SABANETA";1200000;1267440;1239146,66666667;0;6,14119589316031;-75,6117777243614
"CR 34 11 B 51 ";" EDIFICIO POBLADO DE LOMALINDE";1;"Poblado";"MEDELLIN";1700000;1700000;1700000;220100;6,21304997997966;-75,5637199597264
"CR 34 38 SUR 50 ";" EDIFICIO SANTA TERESITA";1;"Envigado";"ENVIGADO";1500000;1500000;1500000;0;6,16619422474932;-75,5828163150269
"CR 35 01 A SUR 04 ";" OBRA DIECINUEVE";1;"Poblado";"MEDELLIN";4e+06;4e+06;4e+06;628500;6,20077;-75,56715
"CR 35 1 A SUR 4 ";" OBRA DIECINUEVE";1;"Poblado";"MEDELLIN";3696700;3696700;3696700;0;6,24589000000003;-75,5745699999999
"CR 35 19 620 ";" CONJUNTO RESIDENCIAL TIERRA GRATA PALMAS PH";13;"Poblado";"MEDELLIN";1625760;2700000;2199505,84615385;175600;6,24030000000005;-75,56505
"CR 35 29 81 ";" UNIDAD RESIDENCIAL SAN DIEGO DE LAS PALMAS PH";1;"Poblado";"MEDELLIN";1600000;1600000;1600000;249400;6,24030000000005;-75,56505
"CR 35 65 SUR 135 ";" CONJUNTO RESIDENCIAL DUBLIN PH";1;"Sabaneta";"SABANETA";2100000;2100000;2100000;170277;6,14243441364267;-75,6140476973826
"CR 35 72 SUR 251 ";" EDIFICIO PROVINCIA 1";1;"Sabaneta";"SABANETA";1371735;1371735;1371735;0;6,14243441364267;-75,6140476973826
"CR 35 75 SUR 31 ";" CENTURY TOWER";1;"Sabaneta";"SABANETA";1200000;1200000;1200000;0;6,14258398192373;-75,6141864449338
"CR 35 75 SUR 41 ";" CONJUNTO RESIDENCIAL TERRAMAR PH";1;"Sabaneta";"SABANETA";1373060;1373060;1373060;0;6,14255228102203;-75,6142208954035
"CR 35 A 77 SUR 113 ";" CONJUNTO RESIDENCIAL ALAMEDA PH";5;"Sabaneta";"SABANETA";1442862;2700000;1889144,6;204624,8;6,14243441364267;-75,6140476973826
"CR 35 A 77 SUR 71 ";" CONJUNTO RESIDENCIAL FUENTE CLARA PH, FUENTE CLARA APARTAMENTOS";4;"Sabaneta";"SABANETA";1478680;1900000;1697121,75;140960,5;6,14243441364267;-75,6140476973826
"CR 35 A CL 77 SUR 64 ";" CONJUNTO RESIDENCIAL FUENTE CLARA PH";1;"Sabaneta";"SABANETA";1371125;1371125;1371125;260830;6,15260000000006;-75,6109
"CR 36 D 43 SUR 100 ";" URBANIZACION LAS ANTILLAS, LAS ANTILLAS CASAS ETAPA 1";2;"Envigado";"ENVIGADO";1904441;2700000;2302220,5;263363,5;6,15601688781241;-75,5880050805683
"CR 36 D 43 SUR 49 ";" CONJUNTO RESIDENCIAL LAS ANTILLAS ETAPA 2";1;"Envigado";"ENVIGADO";1206882;1206882;1206882;243100;6,15590308454005;-75,5876309175686
"CR 37 29 56 ";" CONJUNTO RESIDENCIAL CERATTO PH";1;"Poblado";"MEDELLIN";2300000;2300000;2300000;0;6,20542000000006;-75,56718
"CR 37 38 SUR 28 ";" EDIFICIO VIILA CRISTINA PH";1;"Envigado";"ENVIGADO";2005176;2005176;2005176;0;6,1673352637969;-75,5842652766385
"CR 37 58 36 ";" CHIE APARTAMENTOS";1;"Centro";"MEDELLIN";844960;844960;844960;0;6,25006999645851;-75,5551900321409
"CR 37 A 15 B 50 ";" CONJUNTO RESIDENCIAL FONT PH";1;"Poblado";"MEDELLIN";3696700;3696700;3696700;0;6,21596998358889;-75,5655499806467
"CR 37 A 29 26 ";" TORRE ESPAÑA PH";2;"Poblado";"MEDELLIN";2006780;2214895;2110837,5;363750;6,22661001338932;-75,5640500390735
"CR 37 A 29 56 ";" CONJUNTO RESIDENCIAL CERATTO, CONJUNTO RESIDENCIAL CERATTO PH";5;"Poblado";"MEDELLIN";1898481;2800000;2119928,2;305840,2;6,22681000559908;-75,5639399846848
"CR 37 A 29 72 ";" SIERRA BRAVA";1;"Poblado";"MEDELLIN";1300000;1300000;1300000;0;6,23563000000007;-75,5260699999999
"CR 38 23 SUR 30 ";" CONJUNTO RESIDENCIAL MONTIEL PH";2;"Envigado";"ENVIGADO";3962790;4531044;4246917;443922;6,17822973810536;-75,5725159645435
"CR 38 26 343 ";" CASTELLON DE SAN DIEGO PH, CONJUNTO RESIDENCIAL CASTELLON DE SAN DIEGO PH";2;"Poblado";"MEDELLIN";1676565;2191615;1934090;142400;6,22719000000006;-75,56602
"CR 38 26 385 ";" CONJUNTO RESIDENCIAL PUNTA DE PIEDRA, PUNTA PIEDRA";2;"Poblado";"MEDELLIN";1196422;1320930;1258676;201374;6,22838592743723;-75,5666490619403
"CR 38 26 433 ";" CONJUNTO RESIDENCIAL LOS FUERTES PH";1;"Poblado";"MEDELLIN";1700000;1700000;1700000;0;6,22879;-75,56705
"CR 38 26 491 ";" PORTAL DE SAN DIEGO";8;"Poblado";"MEDELLIN";1003390;1500000;1256877;149125;6,22983997977796;-75,5665599999794
"CR 38 26 501 ";"";1;"Poblado";"MEDELLIN";1495529;1495529;1495529;369283;6,22988052106128;-75,5664911038076
"CR 38 75 B SUR 115 ";" URBANIZACION LA VEGA PARQUE RESIDENCIAL PH, URB LA VEGA PARQUE RESIDENCIAL PH, LA VEGA APARTAMENTOS, PARQUE RESIDENCIAL LA VEGA, URBANIZACION LA VEGA PARQUE RESIDENCIAL, URB LA VEGA PARQUE RESIDENCIAL";12;"Sabaneta";"SABANETA";1267440;2e+06;1581616,33333333;48558,3333333333;6,14358436069849;-75,6167888441448
"CR 38 75 B SUR 115  ";" PARQUE RESIDENCIAL LA VEGA";1;"Sabaneta";"SABANETA";1316064;1316064;1316064;0;6,14358436069849;-75,6167888441448
"CR 38 75 B SUR 257 ";" CONJUNTO RESIDENCIAL BALUARTE PH, BALUARTE APARTAMENTOS PH";3;"Sabaneta";"SABANETA";2897653;3500000;3134208,66666667;103300;6,14387742030317;-75,6168385472447
"CR 38 75B SUR 257 ";" CONJUNTO RESIDENCIAL BALUARTE PH";1;"Sabaneta";"SABANETA";2900000;2900000;2900000;0;6,14387742030317;-75,6168385472447
"CR 39 13 SUR 80 ";" EDIFICIO SANTIAGO DE BAGATELA";2;"Poblado";"MEDELLIN";1582068;1727370;1654719;230500;6,19073999402613;-75,5732800232122
"CR 39 48 19 ";"";1;"Centro";"MEDELLIN";835246;835246;835246;0;6,24396998260355;-75,5604999678025
"CR 39 62 20 ";" PORTON DEL PARQUE PH";1;"Centro";"MEDELLIN";1400000;1400000;1400000;258100;6,25359999307133;-75,5540699584196
"CR 39 77 SUR 84 ";" MADEROS DEL CAMPO AP, CONJUNTO RESIDENCIAL MADEROS DEL CAMPO 3 PH, MADEROS DEL CAMPO APARTAMENTOS";4;"Sabaneta";"SABANETA";1360314;1877387;1495140,25;174254;6,15260000000006;-75,6109
"CR 39 A 61 B SUR 74 ";" URBANIZACIÓN POBLADO DE SANTA LUCIA PH";1;"Sabaneta";"SABANETA";3600000;3600000;3600000;0;6,20516003165634;-75,5695499505706
"CR 39 E  48 F SUR 150 ";" CONJUNTO RESIDENCIAL MISSISSIPPI DE LA CUENCA";1;"Envigado";"ENVIGADO";1600000;1600000;1600000;0;6,1547185475903;-75,598011378999
"CR 39 E 48 C SUR 103 ";" CONJUNTO RESIDENCIAL MAGDALENA DE LA CUENCA PH, MAGDALENA DE LA CUENCA PH, CONJUNTO RESIDENCIAL MAGDALENA DE LA CUENCA P";21;"Envigado";"ENVIGADO";1270125;1750000;1467028,04761905;127947,619047619;6,16172065060206;-75,579151029352
"CR 39 E 48 C SUR 36 ";" CONJUNTO RESIDENCIAL ORINOCO PH, CONJUNTO RESIDENCIAL ORINOCO DE LA CUENCA PH";5;"Envigado";"ENVIGADO";1302676;1550000;1451892;201520;6,15458673252845;-75,5980023232787
"CR 39 E 48 F SUR  50  ";" VOLGA DE LA CUENCA";1;"Envigado";"ENVIGADO";1316064;1316064;1316064;0;6,15461503965271;-75,5979522198026
"CR 39 E 48 F SUR 150 ";" CONJUNTO RESIDENCIAL MISSISSIPPI DE LA CUENCA, MISSISSIPPI DE LA CUENCA";13;"Envigado";"ENVIGADO";1281085;1620000;1452039,30769231;96607,6923076923;6,1547185475903;-75,598011378999
