"Direcciones_c";"Nombre_del_Lugar";"Total_de_apartamentos";"Centro_de_Costos";"Ciudad";"Valor.min";"Valor.max";"Valor.prom";"Valor.promad";"Latitud";"Longitud"
"CL 8 84 B 65 ";" TORRE 1 CONJUNTO RESIDENCIAL FRONTERA DE LOS BERNAL, CONJUNTO RESIDENCIAL FRONTERA DE LOS BERNAL";2;"Laureles";"MEDELLIN";1302676;2100000;1701338;139418,5;6,21975998683821;-75,6080199943893
"CL 8 84 F 190 ";" TORRES DE VALBUENA APTOS PROPIEDAD HORIZONTAL, TORRES DE VALBUENA APTOS VIS PH";2;"Laureles";"MEDELLIN";1500000;1600000;1550000;174400;6,23267852875348;-75,5922112108574
"CL 8 84 F 220 ";" TORRES DE VALBUENA II ETAPA PH";1;"Laureles";"MEDELLIN";1160183;1160183;1160183;0;6,2194447808467;-75,6100321288213
"CL 8 84 F 25 ";" CONJUNTO RESIDENCIAL OASIS DE LOS BERNAL, OASIS DE LOS BERNAL, CONJUNTO RESIDENCIAL OASIS DE LOS BERNAL PH";5;"Laureles";"MEDELLIN";1359313;1689920;1544458,6;91940;6,21934998604439;-75,6092099731831
"CL 8 E SUR 47 C 80 ";" CONJUNTO DE USO MIXTO URBANIZACIÓN RIO SECRETO";1;"Sabaneta";"SABANETA";2500000;2500000;2500000;0;6,15260000000006;-75,6109
"CL 80 58 161 ";" GUAYACANES DEL SUR";2;"Itagui";"ITAGUI";1350000;1450000;1400000;104320;6,19266;-75,60105
"CL 80 72 C 40 ";"";1;"Colores";"MEDELLIN";870602;870602;870602;0;6,28056168645363;-75,5794197000568
"CL 80 SUR 47 C 61 ";", BALCONES DE LA HOLANDA PH, BALCONES DE LA HOLANDA";4;"Sabaneta";"SABANETA";1138001;1450000;1266937,75;175475;6,14796700531682;-75,6266108557231
"CL 81 52 D 160 ";" CONJUNTO RESIDENCIAL LA HORTENSIA II";1;"Itagui";"ITAGUI";1300000;1300000;1300000;183000;6,19139000000007;-75,5959999999999
"CL 81 SUR 59 115 ";" UNIDAD RESIDENCIAL FUENTE CLARA, CONJUNTO RESIDENCIAL FUENTE CLARA PH";2;"La estrella";"LA ESTRELLA";762075;792150;777112,5;0;6,15701453121566;-75,6429650974575
"CL 81 SUR 63 48 ";" EDIFICIO SUEÑOS DE TAMPA";1;"La estrella";"LA ESTRELLA";1e+06;1e+06;1e+06;0;6,15829127098359;-75,6456736794158
"CL 82 76 24";"";1;"Colores";"MEDELLIN";1200000;1200000;1200000;0;6,28440998321605;-75,5830000134106
"CL 83 44 53";"";1;"Centro";"MEDELLIN";792150;792150;792150;0;6,27519998991639;-75,5532099751538
"CL 83 58 19 ";" VILLA DEL CAMPO";3;"Itagui";"ITAGUI";1300000;1448182;1382727,33333333;56000;6,193;-75,59993
"CL 83 A SUR 63 7 ";" ENTRE VERDES PH";1;"La estrella";"LA ESTRELLA";3164135;3164135;3164135;0;6,15629068233215;-75,6460608712651
"CL 84 58 320 ";", VILLA NOVA PH, URBANIZACION VILLANOVA PH, VILLA NOVA";7;"Itagui";"ITAGUI";898421;1200000;1033921,71428571;99291,8571428571;6,18552643475144;-54,0047192741842
"CL 84 58 50 ";" SOL PH, EDIFICIO VILLASOL PH, URB VILLASOL, URBANIZACION VILLASOL PH";5;"Itagui";"ITAGUI";897316;1300000;1154191,2;90702,6;6,19404224719191;-75,5979722542072
"CL 84 93 A 42  ";" CONJUNTO RESIDENCIAL PAISAJES ETAPA 2 A PH";1;"Colores";"MEDELLIN";850000;850000;850000;0;6,29257999187921;-75,5923200191894
"CL 84 A 52 D 80";"";1;"Itagui";"ITAGUI";1795540;1795540;1795540;0;6,19191524126205;-75,5933891558456
"CL 85 57 8";"";1;"Itagui";"ITAGUI";950000;950000;950000;0;6,19413903201732;-75,5967259199134
"CL 87 SUR  55  651 ";" ARBOLEDA DE LA ESTRELLA PH";1;"La estrella";"LA ESTRELLA";1800000;1800000;1800000;319900;6,15121371164124;-75,6436695316478
"CL 87 SUR 55 192 ";" CONJUNTO RESIDENCIAL QUINTA ESTRELLA PH";3;"La estrella";"LA ESTRELLA";1750000;2100000;1900000;116589,666666667;6,15025391126639;-75,6396700638974
"CL 87 SUR 55 651 ";" ARBOLEDA DE LA ESTRELLA PH, ARBOLEDA DE LA ESTRELLA";9;"La estrella,Itagui";"LA ESTRELLA";1180525;1750000;1625613,88888889;73366,6666666667;6,15121371164124;-75,6436695316478
"CL 87 SUR 55 695 ";" CONJUNTO RESIDENCIAL SENDERO DEL BOSQUE";6;"La estrella";"LA ESTRELLA";1320250;1500000;1429166;103583,333333333;6,15143376797414;-75,6441276549461
"CL 87 SUR 62 130 ";" UNIDAD RESIDENCIAL PIEMONTE";1;"La estrella";"LA ESTRELLA";1650000;1650000;1650000;0;6,15312507105984;-75,647647957111
"CL 87 SUR 65 A 371 ";" CONJUNTO RESIDENCIAL FELICITY TORRE 1 ETAPA PH, FELICITY APARTAMENTOS, CONJUNTO RESIDENCIAL FELICITY TORRE 2 ETAPA 2, CONJUNTO RESIDENCIAL FELICITY TO 2 ET 2, CONJUNTO RESIDENCIAL FELICITY TORRE 1, CONJUNTO RESIDENCIAL FELICITY PH, CONJUNTO RESIDENCIAL FELICITY TORRE 2";12;"La estrella";"LA ESTRELLA";843363;1250000;1023613,58333333;58333,3333333333;6,15348046526192;-75,6491295393742
"CL 9 A 73 95 ";" CONJUNTO RESIDENCIAL CERCANIA DE LA MOTA";1;"Laureles";"MEDELLIN";1689920;1689920;1689920;216788;6,21556384773027;-75,5979492396878
"CL 9 A SUR 79 A 125 ";" URBANIZACION RAYO DE SOL, URBANIZACION RAYO DE SOL ETAPA 1";2;"Laureles";"MEDELLIN";1002588;1100000;1051294;0;6,20261858670475;-75,6005968516901
"CL 9 A SUR 82 30 ";" URBANIZACION ARCO IRIS";3;"Laureles";"MEDELLIN";979427;1350000;1146146;107000;6,20398;-75,60531
"CL 9 B  SUR 79 A 221 ";" URBANIZACION RODEO VERDE PH";1;"Laureles";"MEDELLIN";1267440;1267440;1267440;0;6,202258;-75,59928
"CL 9 B SUR 79 A 121 ";" SOL DEL RODEO APARTAMENTOS";1;"Laureles";"MEDELLIN";1011482;1011482;1011482;191200;6,20785;-75,59099
"CL 9 B SUR 79 A 221 ";" URBANIZACION RODEO VERDE, URBANIZACION RODEO VERDE PH, URB RODEO VERDE,, URB RODEO VERDE PH, URBANIZACIÓN RODEO VERDE PH";48;"Laureles";"MEDELLIN";944420;1400000;1134668;93104,88;6,202258;-75,59928
"CL 9 B SUR 79 A 221  ";" URBANIZACION RODEO VERDE";1;"Laureles";"MEDELLIN";965295;965295;965295;0;6,202258;-75,59928
"CL 9 B SUR 79 A 75 ";" URBANIZACIÓN PENTAGRAMA PH, URBANIZACION PENTAGRAMA PH";15;"Laureles";"MEDELLIN";1086892;1650000;1373696;116979,1;6,201565;-75,60004
"CL 9 SUR 32 310 ";"";1;"Poblado";"MEDELLIN";1522832;1522832;1522832;0;6,19225;-75,56981
"CL 9 SUR 79 A 72 ";" PUERTA DEL RODEO";1;"Laureles";"MEDELLIN";1400000;1400000;1400000;0;6,201945;-75,59498
"CL 9 SUR 79 C 115 ";" ARBOLEDA DEL RODEO APARTAMENTOS,, ARBOLEDA DEL RODEO PH";8;"Calasanz,Laureles";"MEDELLIN";878476;1450000;1167020;70521,12;6,206718;-75,59389
"CL 9 SUR 79 C 115  ";" ARBOLEDA DEL RODEO";1;"Laureles";"MEDELLIN";965392;965392;965392;204412;6,203324;-75,60257
"CL 9 SUR 79 C 151 ";" MIRADOR DE ARBOLEDA, MIRADOR DE ARBOLEDA PH";11;"Laureles";"MEDELLIN";979427;1457556;1248778;59651,55;6,203324;-75,60257
"CL 9 SUR 79 C 199 ";" URB PINAR DEL RODEO, URBANIZACION PINAR DEL RODEO, URBANIZACION PINAR DEL RODEO PH";4;"Laureles";"MEDELLIN";897316;1e+06;929211,5;116150;6,203324;-75,60257
"CL 92 66 10";"";1;"Colores";"MEDELLIN";779790;779790;779790;0;6,284584;-75,57214
"CL 92 C 65 A 21 ";"";1;"Colores";"MEDELLIN";8e+05;8e+05;8e+05;0;6,28538;-75,57122
"CL 92 C 65 A 21 IN 301";"";1;"Itagui";"MEDELLIN";914490;914490;914490;0;6,28538;-75,57122
"CL 92 CC 68 50";"";1;"Colores";"MEDELLIN";7e+05;7e+05;7e+05;0;6,28532;-75,57458
"CL 95 B 81 29";"";1;"Colores";"MEDELLIN";844960;844960;844960;0;6,294031;-75,58327
"CL 99 SUR 49 D 73 ";" URBANIZACION SAUCES DEL SUR, URBANIZACION SAUCES DEL SUR PH";3;"La estrella";"LA ESTRELLA";770277;896505;819237,3;0;6,12226;-75,63412
"CL1 B 53 32 ";"";1;"Laureles";"MEDELLIN";1450000;1450000;1450000;0;6,20888;-75,58616
"CLL 27 D SUR 27 C 15  ";"";1;"Envigado";"ENVIGADO";1555350;1555350;1555350;325409;6,171883;-75,57093
"CLL 75 AA SUR 52 E 340 ";" URB ALTOS DE SURAMERICA";1;"Itagui";"ITAGUI";1076781;1076781;1076781;248003;6,16382;-75,63142
"CQ 1 68  44  ";"";1;"Laureles";"MEDELLIN";2036422;2036422;2036422;232000;6,24366;-75,58764
"CQ 2 68 100 ";" EDIFICIO KINTALA P.H";1;"Laureles";"MEDELLIN";1402218;1402218;1402218;0;6,24589;-75,57457
"CQ 2 68 102  ";"";1;"Laureles";"MEDELLIN";919530;919530;919530;0;6,244332;-75,58734
"CQ 3 66 B 165 ";" EDIFICIO NANTES, URB NANTES";5;"Laureles";"MEDELLIN";1168515;1800000;1345254;0;6,24469;-75,58689
"CQ 3 66 B 165  ";" EDIFICIO NANTES";1;"Laureles";"MEDELLIN";1138696;1138696;1138696;0;6,24469;-75,58689
"CQ 5 70 87";"";1;"Laureles";"MEDELLIN";1138696;1138696;1138696;0;6,245955;-75,58633
"CQ 72 TV 35 30  ";" EDIFICIO MAKARELA PH";1;"Laureles";"MEDELLIN";3683587;3683587;3683587;791000;6,239833;-75,59506
"CQ 73 A 38 73 ";"";1;"Laureles";"MEDELLIN";1535401;1535401;1535401;0;6,242873;-75,59543
"CR  32 77 SUR 371 ";" AIRES DEL BOSQUE ETAPAS 1 Y 2 PH";1;"Sabaneta";"SABANETA";1300000;1300000;1300000;156400;6,142121;-75,61029
"CR  33 72 SUR 35 ";" CONJUNTO RESIDENCIAL PARQUE DEL SOL PH";1;"Sabaneta";"SABANETA";1200000;1200000;1200000;94000;6,141223;-75,61184
"CR  45 67 SUR 88 ";"";1;"Sabaneta";"SABANETA";1350000;1350000;1350000;0;6,152571;-75,61466
"CR  56 C 83 DD SUR 52 ";" CONJUNTO NATURAL AQUAVENTO PH";1;"La estrella";"LA ESTRELLA";1058287;1058287;1058287;234724;6,15199;-75,6401
"CR 100 A 47 E 20 ";"";1;"Colores";"MEDELLIN";856453;856453;856453;0;6,25923;-75,61523
"CR 100 B 47 A 33 ";" UNIDAD RESIDENCIAL PLAZUELAS DEL METRO PH";2;"Calasanz";"MEDELLIN";1110303;1200000;1155152;140650;6,25867;-75,61585
"CR 115 A 64 CC 04 ";" BOSQUES DE LA MACARENA PH, BOSQUES DE LA MACARENA";3;"Colores";"MEDELLIN";668392;950000;789464;74155,33;6,234582;-75,63348
"CR 115 A 64 CC 4 ";" BOSQUES DE LA MACARENA PH";2;"Colores";"MEDELLIN";670000;850000;760000;55921,5;6,234582;-75,63348
"CR 115 A 64 CC 4  ";" BOSQUES DE LA MACARENA";1;"Colores";"MEDELLIN";718736;718736;718736;0;6,234582;-75,63348
"CR 132 63 84 ";"";1;"Colores";"MEDELLIN";8e+05;8e+05;8e+05;0;6,27928;-75,63696
"CR 14 C 50 12  ";"";1;"Centro";"MEDELLIN";1037361;1037361;1037361;0;6,2344;-75,54151
"CR 15B B 35 58";"";1;"Colores";"MEDELLIN";1200000;1200000;1200000;0;6,22883;-75,54532
"CR 16 B 32 14 ";" RESERVA DEL SEMINARIO PH";1;"Centro";"MEDELLIN";1016100;1016100;1016100;0;6,24589;-75,57457
"CR 16 B 32 50  ";" CONJUNTO RESIDENCIAL ARBOLEDA DEL SEMINARIO PH";1;"Colores";"MEDELLIN";1100000;1100000;1100000;130000;6,24589;-75,57457
"CR 20 20 SUR 44 ";" URBANIZACION PIEDEMONTE PH";1;"Poblado";"MEDELLIN";5200000;5200000;5200000;0;6,179335;-75,55937
"CR 20 25 SUR 81 ";" URBANIZACION BARICHARA CASAS PH";1;"Envigado";"ENVIGADO";4e+06;4e+06;4e+06;510100;6,172707;-75,56213
"CR 20 B 47 112 ";" URBANIZACION FLORES DEL CASTILLO PH";1;"Centro";"MEDELLIN";1100709;1100709;1100709;200500;6,23705;-75,54703
"CR 22 47 97 ";" EDIFICIO MIRAFLORES SEÑORIAL PH";1;"Colores";"MEDELLIN";9e+05;9e+05;9e+05;0;6,23764;-75,54901
"CR 24 46 49";"";1;"Centro";"MEDELLIN";761776;761776;761776;0;6,23703;-75,55039
"CR 24 B 40 A SUR 52 ";" CONJUNTO RESIDENCIAL PALMERAS PH ETAPA 2";1;"Envigado";"ENVIGADO";920000;920000;920000;0;6,152292;-75,58356
"CR 24 C 41 SUR 127 ";" URBANIZACION FORESTA, URBANIZACION FORESTA PH";4;"Envigado";"ENVIGADO";1600000;1900000;1800000;69725;6,153074;-75,58581
"CR 24 D 40 SUR 76 IN 108";"";1;"Envigado";"ENVIGADO";4752900;4752900;4752900;0;6,142139;-75,58168
"CR 24 DD 41 SUR 190 ";" URBANIZACION COLORS PH";2;"Envigado";"ENVIGADO";1300000;1550000;1425000;122350;6,151451;-75,58604
"CR 25 1 A SUR 155 ";" TORRE ALTO TESORO, EDIFICIO ALTO TESORO, CONJUNTO PLATINUM SUPERIOR PH";5;"Poblado";"MEDELLIN";1879785;2218020;2060596;118861;6,196883;-75,55765
"CR 25 10 40 ";" URB CAMINOS DE MONTICELLO, URBANIZACION CAMINOS DE MONTICELLO";2;"Poblado";"MEDELLIN";1793010;1953999;1873505;151050;6,208305;-75,55488
"CR 25 39 SUR 15 ";"";1;"Envigado";"ENVIGADO";1559582;1559582;1559582;267022;6,153591;-75,57739
"CR 25 41 B SUR 37 ";" EDIFICIO ALUNA PH";2;"Envigado";"ENVIGADO";1529332;1749067;1639200;0;6,153356;-75,58806
"CR 25 5 SUR 72 ";" EDIFICIO QUARTIER APARTAMENTOS";1;"Poblado";"MEDELLIN";3400000;3400000;3400000;0;6,19204;-75,55987
"CR 25 9 B SUR 197 ";" EDIFICIO ATLANTIC PH";2;"Poblado";"MEDELLIN";2436132;3600000;3018066;0;6,187652;-75,56149
"CR 25 A 38 D SUR 111 ";" CONJUNTO RESIDENCIAL CASTELLI PH, CONJUNTO RESIDENCIAL CASTELLI SEGUNDA ETAPA, URBANIZACION CASTELLI PH, URBANIZACION CASTELLI APARTAMENTOS";5;"Envigado";"ENVIGADO";1559582;2800000;2081586;216300,8;6,155181;-75,57159
"CR 25 A 38 D SUR 30 ";" CONJUNTO RESIDENCIAL CALIFORNIA PH";1;"Envigado";"ENVIGADO";1625760;1625760;1625760;0;6,154761;-75,57187
"CR 26 16 C SUR 31 ";" EDIFICIO SIERRALTA PH";1;"Poblado";"MEDELLIN";2112400;2112400;2112400;0;6,18368;-75,56493
"CR 26 A 9 A 11 ";" EDIFICIO ATOSHI PH";1;"Poblado";"MEDELLIN";4064400;4064400;4064400;689133;6,208236;-75,55662
"CR 27 20 SUR 121 ";" BOSQUES DE AVIGNON PH";1;"Poblado";"MEDELLIN";3e+06;3e+06;3e+06;401771;6,180217;-75,56761
"CR 27 23 SUR 145 ";" URBANIZACION VENETTO MURATTO PH";2;"Envigado";"ENVIGADO";3e+06;3500000;3250000;0;6,175508;-75,56706
"CR 27 23 SUR 69 ";" URBANIZACION ZARZAMORA PH";6;"Envigado";"ENVIGADO";2506470;3500000;3029178;217716,7;6,176965;-75,56764
"CR 27 28 SUR 23 ";" MULTIFAMILIAR SEPIA, MULTIFAMILIAR SEPIA PH";4;"Envigado";"ENVIGADO";2200000;3100000;2603892;193400;6,169213;-75,56844
"CR 27 36 C SUR 35 ";" FIRENZZE APARTAMENTOS";2;"Envigado";"ENVIGADO";3802320;4224800;4013560;297528,5;6,1651;-75,57379
"CR 27 36 SUR 159 ";" CONJUNTO RESIDENCIAL BALTICO PH";4;"Envigado";"ENVIGADO";1903155;3e+06;2379321;145650;6,163915;-75,56958
"CR 27 37 B SUR 21 ";" PUNTA DEL PARQUE PH";6;"Envigado";"ENVIGADO";2715174;3800000;3123131;61102,67;6,159697;-75,5751
"CR 27 37 B SUR 69 ";" TIERRA GRATA BRUJA ENCANTADORA PH";1;"Envigado";"ENVIGADO";3112294;3112294;3112294;0;6,159333;-75,5752
"CR 27 37 SUR 45 ";" CONJUNTO RESIDENCIAL URBANIZACION EPIC, CONJUNTO RESIDENCIAL URBANIZACION EPIC PH, CONJUNTO RESIDENCIAL BIOCITY EPIC PH";5;"Envigado";"ENVIGADO";1950000;2150000;2022000;90650;6,159566;-75,57389
"CR 27 38 SUR 51 ";" CONJUNTO RESIDENCIAL SENDERO VERDE";1;"Envigado";"ENVIGADO";1336784;1336784;1336784;0;6,157657;-75,57481
"CR 27 A 23 SUR 210 ";" EDIFICIO MUZO APARTAMENTOS PH";1;"Envigado";"ENVIGADO";2300000;2300000;2300000;0;6,162095;-75,57411
"CR 27 A 27 E SUR 51 ";" UNIDAD RESIDENCIAL ST LAURENT PH";11;"Envigado";"ENVIGADO";2500000;3900000;3048881;47063,64;6,174732;-75,5734
"CR 27 A 36 SUR 150 ";", BOSQUE ADENTRO, BOSQUE ADENTRO PH";3;"Envigado";"ENVIGADO";1961086;2395790;2121219;195866,7;6,165511;-75,57075
"CR 27 A 37 B SUR 109 ";"";1;"Envigado";"ENVIGADO";5069760;5069760;5069760;0;6,159032;-75,57528
"CR 27 A 37 SUR 07 ";" URBANIZACION ALTOS DEL ESCOBERO PH";1;"Envigado";"ENVIGADO";1847208;1847208;1847208;0;6,161415;-75,57386
"CR 27 A 37 SUR 7 ";" URBANIZACION ALTOS DEL ESCOBERO PH";1;"Envigado";"ENVIGADO";1770788;1770788;1770788;0;6,161415;-75,57386
"CR 27 A 37 SUR 80 ";" URBANIZACION VIENTOS DE LA COLINA, URBANIZACION VIENTOS DE LA COLINA PH";2;"Envigado";"ENVIGADO";3600000;4450000;4025000;568184;6,161883;-75,57394
"CR 27 AA 36 SUR 151 ";" CONJUNTO RESIDENCIAL NATIVO FLORA PH, CONJUNTO RESIDENCIAL NATIVO FLORA, NATIVO FLORA PH, TORRE 4 CONJUNTO RESIDENCIAL NATIVO FLORA PH, TORRE 3 CONJUNTO RESIDENCIAL NATIVO FLORA PH";21;"Envigado";"ENVIGADO";2253730;3800000;2932179;197342,9;6,15847;-75,57405
"CR 27 AA 36 SUR 160 ";" TORRE 2 CONJUNTO RESIDENCIAL NATIVO ARENA PH, CONJUNTO RESIDENCIAL NATIVO ARENA, CONJUNTO RESIDENCIAL NATIVO ARENA PH, NATIVO ARENA, NATIVO ARENA ETAPA 2 TORRE 3, NATIVO ARENA PH";18;"Envigado";"ENVIGADO";2500000;3500000;3081784;117815,9;6,15847;-75,57405
"CR 27 AA 36 SUR 170 ";" NATIVO MADERA, NATIVO MADERA PH, CONJUNTO RESIDENCIAL NATIVO MADERA PH";5;"Envigado";"ENVIGADO";3409803;4610490;4139223;514186;6,15847;-75,57405
"CR 27 AA 36 SUR 200 ";" NATIVO AGUA, CONJUNTO RESIDENCIAL NATIVO AGUA PH";4;"Envigado";"ENVIGADO";2133810;3168600;2539035;210786,5;6,15847;-75,57405
"CR 27 AA 37 B SUR 60 ";" CONJUNTO RESIDENCIAL ENTREPINOS PH";3;"Envigado";"ENVIGADO";2957360;4200000;3510813;272433,3;6,15847;-75,57405
"CR 27 AA 37 B SUR 70 ";" URBANIZACION NOGALES APARTAMENTOS";1;"Envigado";"ENVIGADO";5700000;5700000;5700000;0;6,15847;-75,57405
"CR 27 B 27 D SUR 225 ";" URBANIZACION CUMBRES CONDOMINIO PH";3;"Envigado";"ENVIGADO";2005176;2694300;2333159;122881,7;6,17371;-75,57012
"CR 27 B 27 SUR 40 ";" UNIDAD RESIDENCIAL SONATA PH";3;"Envigado";"ENVIGADO";1700000;2e+06;1833333;0;6,172666;-75,57033
"CR 27 B 27 SUR 52 ";" URBANIZACION MADEIRO APARTAMENTOS, EDIFICIO MADEIRO APARTAMENTOS PH";2;"Envigado";"ENVIGADO";2323640;2339372;2331506;258400;6,172779;-75,5703
"CR 27 B 27 SUR 53 ";" ARCE APARTAMENTOS, ARCE PH";2;"Envigado";"ENVIGADO";2218020;2339372;2278696;0;6,172821;-75,5704
"CR 27 B 37 B SUR 80 ";" CONJUNTO RESIDENCIAL MUGA PH, URB MUGA PH, URBANIZACION MUGA PH";11;"Envigado";"ENVIGADO";1953970;3800000;2665500;227333,7;6,159924;-75,57583
"CR 27 C 23 SUR 152 ";" CONJUNTO RESIDENCIAL BOSQUES DE SAN JORGE PH";1;"Envigado";"ENVIGADO";2790333;2790333;2790333;488700;6,176517;-75,56903
"CR 27 D  27 SUR 164 ";" URBANIZACION AMARELLO";1;"Envigado";"ENVIGADO";2005176;2005176;2005176;344800;6,172884;-75,57145
"CR 27 D 27 E SUR 21 ";" URBANIZACION MARROCO APARTAMENTOS, CONJUNTO RESIDENCIAL URBANIZACION MARROCO PH";2;"Envigado";"SABANETA,ENVIGADO";3600000;4600000;4100000;169959;6,163574;-75,5921
"CR 27 D 27 SUR 123 ";" TRENTTO APARTAMENTOS PH";8;"Envigado";"ENVIGADO";1676565;2400000;1983128;33875;6,172903;-75,57157
"CR 27 D 27 SUR 164 ";", URBANIZACION AMARELLO, AMARELLO INN PROPIEDAD HORIZONTAL, TORRE 1 AMARELLO INN PH";5;"Envigado";"ENVIGADO";1782379;2400000;2106476;129720;6,172884;-75,57145
"CR 27 D 27 SUR 164  ";" URBANIZACION AMARELLO, TORRE 2 URBANIZACION AMARELLO";3;"Envigado";"ENVIGADO";1687539;2041749;1818656;0;6,172884;-75,57145
"CR 27 D 34 A SUR 91 ";" EDIFICIO MIXTO VIENNA PH";2;"Envigado";"ENVIGADO";1523553;1610000;1566777;151200;6,171224;-75,57535
"CR 27 D 34 DD SUR 44 ";", CONJUNTO RESIDENCIAL REFUGIO VERDE, CONJUNTO RESIDENCIAL REFUGIO VERDE PH";6;"Envigado";"ENVIGADO";1831064;3950000;2395167;252570,3;6,170125;-75,5757
"CR 27 D 34 DD SUR 44  ";" URB REFUGIO VERDE";1;"Envigado";"ENVIGADO";1677052;1677052;1677052;282994;6,170125;-75,5757
"CR 27 D 34 DD SUR 69 ";" URBANIZACION QUEBEC, EDIFICIO QUEBEC PH";12;"Envigado";"ENVIGADO";2337030;3800000;2965029;0;6,168699;-75,57465
"CR 27 DA 34 DD SUR 145 ";" EDIFICIO TERRAZZINO CUMBRES PH";1;"Envigado";"ENVIGADO";3100000;3100000;3100000;0;6,169585;-75,57418
"CR 27 G 35 SUR 150 ";" CONJUNTO RESIDENCIAL GUALI PH";7;"Envigado";"ENVIGADO";1600000;2100000;1867337;123371,4;6,17061;-75,57654
"CR 27 G 35 SUR 150  ";" CONJUNTO RESIDENCIAL GUALI PH";1;"Envigado";"ENVIGADO";1824448;1824448;1824448;305700;6,17061;-75,57654
"CR 27 G 35 SUR 175 ";" CONJUNTO RESIDENCIAL SALTAMONTE PH, COJUNTO RESIDENCIAL SALTAMONTE PH";5;"Envigado";"ENVIGADO";2038970;2522031;2269943;232584,4;6,17061;-75,57654
"CR 27D 27 E SUR 21 ";" URBANIZACION MARROCO APARTAMENTOS";1;"Envigado";"ENVIGADO";3600000;3600000;3600000;0;6,168241;-75,57426
"CR 28  29 190  ";" CONJUNTO RESIDENCIAL COLINAS DEL VIENTO PH";1;"Poblado";"MEDELLIN";1019486;1019486;1019486;0;6,24589;-75,57457
"CR 28 27 D SUR 150 ";" BOSQUES DEL ESMERALDAL, BOSQUES DEL ESMERALDAL PH";3;"Envigado";"ENVIGADO";3062980;4200000;3687660;186700;6,174195;-75,57495
"CR 28 27 SUR 39 ";" JARDINES DE LA ABADIA PH";3;"Envigado";"ENVIGADO";1523553;1900000;1669284;245937,3;6,17462;-75,57429
"CR 28 29 145 ";" CONJUNTO RESIDENCIAL SAN DIEGO CAMPESTRE, CONJUNTO RESIDENCIAL SANDIEGO CAMPESTRE, SAN DIEGO CAMPESTRE, CONJUNTO RESIDENCIAL SANDIEGO CAMPESTRE PH, SANDIEGO CAMPESTRE";17;"Poblado";"MEDELLIN";1076446;1550000;1307879;112835,3;6,23349;-75,56834
"CR 28 29 145  ";" SAN DIEGO CAMPESTRE";1;"Poblado";"MEDELLIN";1373060;1373060;1373060;231300;6,23349;-75,56834
"CR 28 29 190 ";" CONJUNTO RESIDENCIAL COLINAS DEL VIENTO PH";1;"Poblado";"MEDELLIN";1244446;1244446;1244446;0;6,24589;-75,57457
"CR 28 29 85 ";" CONJUNTO RESIDENCIAL RESERVA DE SAN DIEGO TORRE 1 SUBETAPA 9, CONJUNTO RESIDENCIAL RESERVA DE SAN DIEGO PH, RESERVA DE SAN DIEGO, SAN DIEGO TO 1 SUB ET 9 1 PH, RESERVA DE SAN DIEGO TO 1 SUBETAPA 9 1, UNIDAD RESIDENCIAL RESERVA DE SAN DIEGO PH";8;"Poblado";"MEDELLIN";1019545;1300000;1194358;0;6,232775;-75,56721
"CR 28 37 B SUR 73 ";" TIERRA PROMETIDA PH";1;"Envigado";"ENVIGADO";2847722;2847722;2847722;492174;6,161927;-75,57985
"CR 28 N 27 D SUR 138 ";" URBANIZACION ALTO BONITO PH";1;"Envigado";"ENVIGADO";3800000;3800000;3800000;0;6,174224;-75,57488
"CR 29 16 201 ";"";1;"Poblado";"MEDELLIN";2135885;2135885;2135885;516400;6,21707;-75,55962
"CR 29 6 24 ";" EDIFICIO OSLO PH";4;"Poblado";"MEDELLIN";1267440;1400000;1322093;0;6,203359;-75,55935
"CR 29 A 39 SUR 34 ";" ARBOLEDA DE LAS BRUJAS PH";1;"Envigado";"ENVIGADO";1529332;1529332;1529332;265908;6,163521;-75,58053
"CR 29 A 5 SUR 125 ";" CONJUNTO RESIDENCIAL TIERRA CLARA, CONJUNTO RESIDENCIAL TIERRA CLARA PH";2;"Poblado";"MEDELLIN";2241351;2500000;2370676;0;6,19269;-75,56317
"CR 29 C 10 C 50 ";" EDIFICIO LA FLORIDA";1;"Poblado";"MEDELLIN";3300000;3300000;3300000;0;6,2112;-75,55849
"CR 29 C 10 C 80 ";"";1;"Poblado";"MEDELLIN";1848255;1848255;1848255;338200;6,21175;-75,55851
"CR 29 C 3 B SUR 40 ";" URBANIZACION PUENTE JARDIN";1;"Poblado";"MEDELLIN";2600000;2600000;2600000;0;6,19595;-75,56292
"CR 29 C 4SUR 130  ";" URB CAMPIÑAS DEL POBLADO";1;"Poblado";"MEDELLIN";4618189;4618189;4618189;630031;6,194526;-75,56362
"CR 29 E 11 SUR 110 ";" URBANIZACION SAINT PIERRE PH";1;"Poblado";"MEDELLIN";4200000;4200000;4200000;0;6,24589;-75,57457
"CR 30 2 70 ";"";1;"Poblado";"MEDELLIN";1485997;1485997;1485997;289308;6,249152;-75,55006
"CR 30 35 79 ";"";1;"Colores";"MEDELLIN";750000;750000;750000;0;6,232494;-75,55822
"CR 30 72 SUR 02 ";" RINCON DE LA DOCTORA";2;"Sabaneta";"SABANETA";2650000;3219614;2934807;176000;6,138592;-75,61152
"CR 30 TV 2 70 ";" URBANIZACION RIACHUELOS PH";2;"Poblado";"MEDELLIN";1900000;2100000;2e+06;0;6,24589;-75,57457
